PublicationId,authors,topics,publication_year,Doi
953483292361,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1503/CMAJ.211338
953483297430,"['id:489626828750, name:F. Château' 'id:25770396873, name:V. Lapoux'
 'id:798864434338, name:L. X. Chung']",[121332964 185544564 184779094],2021,10.1103/PHYSREVC.104.044331
962073225421,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1136/FLGASTRO-2021-101993
970663160323,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1177/01410768211042142
979253095423,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1136/BMJEBM-2021-111808
979253095441,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[159110408  17744445 105639569],2021,10.1111/INR.12711
979253095561,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[144133560 175605778],2021,10.5334/OHD.36
987843030413,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1136/BMJSEM-2021-001209
987843030462,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1093/JPHSR/RMAB046
1013612833669,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1016/S2542-5196(21)00253-9
1013612833702,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1016/J.LANA.2021.100070
1013612840401,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[155202549  17744445],2021,10.14745/CCDR.V47I11A01
1030792702024,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[155202549  17744445],2021,10.1515/TJB-2021-2356
1047972570861,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1093/EHJACC/ZUAB071
1082332290114,"['id:51540165879, name:L. Bosisio' 'id:1305670675315, name:L. Vitale'
 'id:747324904932, name:G. Rizzo']",[121332964 120665830],2021,10.1016/J.NIMA.2021.165157
1082332311131,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1308/RCSANN.2021.0268
1082332311151,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1093/AJCP/AQAB151
1090922244626,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[155202549  17744445],2021,10.5195/IJMS.2021.1148
1090922246564,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[99454951 71924100],2021,10.21608/AEJI.2021.193111
1090922254628,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[175605778  71924100],2021,10.5543/KHD.2021.21060921
1099512181043,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[ 17744445 105639569],2021,10.1093/BRAINCOMMS/FCAB178
1116692049821,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.9775/2021.UNGA.EDITORIAL
1125281982779,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1093/NDT/GFAB236
1159641722048,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[ 17744445 105639569],2021,10.34172/IJHPM.2021.108
1168231656569,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1136/BMJSRH-2021-201314
1176821590853,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[15708023 17744445],2021,10.1503/CMAJ.211338-F
1185411526139,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1136/JECH-2021-217938
1202591393715,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1136/MEDHUM-2021-012311
1202591393735,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1093/GERONA/GLAB228
1202591393738,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1093/EHJCI/JEAB164
1211181301858,"['id:670015459443, name:J. Fernandez-Tejero'
 'id:472446930578, name:Kazuhiko Hara' 'id:1391569982571, name:S. Kamada'
 'id:1511829046643, name:P.P. Allport'
 'id:1357210244870, name:Miguel Ullán'
 'id:627065791804, name:Yoshinobu Unno'
 'id:1279900868211, name:A.A. Affolder']",[ 49040817 121332964],2021,10.1016/J.NIMA.2020.164928
1211181305389,"['id:146029430127, name:Kee Yuan Ngiam'
 'id:395137625025, name:Brett K Beaulieu-Jones'
 'id:120259721210, name:Griffin M Weber']",[2522767166   41008148],2021,10.2196/22219
1219771264383,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[ 17744445 105639569],2021,10.26633/RPSP.2021.122
1219771267994,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[17744445],2021,10.1590/0102-311X00194721
1228361197716,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1136/BJOPHTHALMOL-2021-320290
1236951134415,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1136/HEARTJNL-2021-320208
1236951134531,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[144133560 175605778],2021,10.47671/TVGG.77.21.167
1236951134610,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[15708023 17744445],2021,10.26633/RPSP.2021.123
1245541067184,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1093/IBD/IZAB225
1254131003426,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1136/JNNP-2021-327837
1254131003488,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[155202549  71924100],2021,10.1093/JNCICS/PKAB073
1262720936913,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1136/BMJOPHTH-2021-000880
1262720936966,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 86803240],2021,10.1093/HMG/DDAB231
1271310870379,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1136/THORAXJNL-2021-218113
1279900802052,"['id:592705983166, name:Dongpeng Li'
 'id:566936246742, name:Xiaoxiang Zhao' 'id:1632088169953, name:X. Kang'
 'id:274878487776, name:Linglong Chu']",[185592680 178790620],2021,10.1016/J.CHEMOSPHERE.2021.131578
1279900806734,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[155202549  17744445],2021,10.1111/NIN.12454
1279900806739,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1136/BMJQS-2021-014140
1297080676113,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[155202549  17744445],2021,10.1093/GERONI/IGAB029
1305670610347,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[ 17744445 105639569],2021,10.2196/32958
1305670611117,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[199539241  71924100],2021,10.5811/WESTJEM.2021.8.54451
1314260544267,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[17744445],2021,10.1016/J.GACETA.2021.08.001
1322850469297,"['id:300648249728, name:B.T. Adalsteinsson'
 'id:214748963485, name:Anita-Elin Fedøy'
 'id:111669774394, name:Eva Nordberg Karlsson'
 'id:171799277805, name:Katrine Stange Overå'
 'id:249108652430, name:Sigmar K. Stefansson'
 'id:300648343950, name:Tadeusz Kaczorowski'
 'id:652835636296, name:Hasan Arsın'
 'id:566936217113, name:Anna-Karina Kaczorowska'
 'id:1133871860964, name:Karolina Kwiatkowska-Semrau'
 'id:1503239090956, name:Bernd Striberny'
 'id:1194001509269, name:Ewa Wons' 'id:618475800232, name:Bas Vroling'
 'id:343597877615, name:Elísabet E. Gudmundsdóttir'
 'id:901943626216, name:Francine Perler'
 'id:953483295004, name:Agnieszka Morzywolek'
 'id:103079729185, name:Slawomir Dabrowski'
 'id:403727562291, name:Hildegard Watzlawick'
 'id:300648328930, name:Arnthór Aevarsson'
 'id:377957629331, name:Andrius Jasilionis'
 'id:395137618342, name:David Brandt'
 'id:214748948560, name:Sebastian Dorawa']",[2522767166  127413603],2021,10.1093/FEMSLE/FNAB067
1322850478164,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1093/ABM/KAAB084
1322850478165,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.1093/TROPEJ/FMAB072
1331440413245,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[144133560 155202549],2021,10.1136/BMJHCI-2021-100473
1331440413741,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[144133560 175605778  17744445],2021,10.11606/S1518-8787.20210550001ED
1331440423157,"['id:403727448358, name:Katie Kirchoff'
 'id:146029430127, name:Kee Yuan Ngiam'
 'id:120259721210, name:Griffin M Weber']",[512399662  71924100],2021,10.2196/34625
1357210219381,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.37819/BIOSIS.002.03.0127
1357210219415,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1093/OCCMED/KQAB125
1357210219762,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[144133560 175605778],2021,10.5152/PCP.2021.21060921
1365800152343,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1136/JIM-2021-002127
1374390086147,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1093/NTR/NTAB163
1382980022244,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1093/NUTRIT/NUAB067
1391569933923,"['id:309238221625, name:Guillaume Lemaître'
 'id:798864411566, name:Elisa Salamanca'
 'id:42950296600, name:Alexandre Gramfort']",[126322002  71924100],2021,10.1038/S41380-021-01021-4
1400159890152,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1136/JMEDGENET-2021-108163
1408749825888,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1136/MEDETHICS-2021-107825
1434519629248,"['id:403727448358, name:Katie Kirchoff'
 'id:146029430127, name:Kee Yuan Ngiam'
 'id:120259721210, name:Griffin M Weber']",[194828623  71924100],2021,10.2196/31400
1434519629474,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[144133560 155202549],2021,10.1136/FMCH-2021-001369
1443109542477,"['id:309238221625, name:Guillaume Lemaître'
 'id:798864411566, name:Elisa Salamanca'
 'id:42950296600, name:Alexandre Gramfort']",[126322002  71924100],2021,10.1111/BCP.14784
1443109563320,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1136/GPSYCH-2021-100645
1443109563333,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1093/SCHBUL/SBAB101
1443109570175,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[144133560 175605778],2021,10.4314/TJPR.V20I9.1
1460289416559,"['id:790274551803, name:M. Kaneta' 'id:1005022903957, name:C. Samanta'
 'id:962073216979, name:S. Zhamkochyan' 'id:850404104136, name:M. Furic'
 'id:274878535359, name:Satoshi Nakamura'
 'id:1271310874656, name:W. Vulcan' 'id:721555059334, name:Y. Fujii'
 'id:1537598879831, name:K. Maeda' 'id:867583901561, name:A. V. Margaryan'
 'id:1443109529659, name:T. Petkovic'
 'id:1348620260830, name:M. I. Niculescu'
 'id:1400159938793, name:R. Asaturyan'
 'id:1254130957039, name:A. Liyanage']",[121332964 147789679 184779094],2021,10.1103/PHYSREVC.103.L041301
1486059200209,"['id:472446930578, name:Kazuhiko Hara'
 'id:1271310858134, name:L.B.A.H. Hommels'
 'id:395137560825, name:E. J. Staats'
 'id:1305670667369, name:M. Mikestikova'
 'id:627065791804, name:Yoshinobu Unno']",[121332964   9390403],2021,10.1016/J.NIMA.2020.164677
1486059200856,"['id:1322850519912, name:A. Martini' 'id:919123574523, name:T. Bilka'
 'id:1623498136106, name:M. Kaleta' 'id:446677141211, name:V. Bertacchi']",[41008148 79403827],2021,10.1016/J.CPC.2020.107610
1486059236295,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1016/J.JMIR.2021.08.005
1486059236342,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1093/LABMED/LMAB077
1511829018783,"['id:180389124505, name:Eric M. Ek'
 'id:910533596932, name:Jonathan H. Kawamura'
 'id:738734943330, name:Troelz Denver'
 'id:747324850364, name:Patrick L. Meras'
 'id:128849532082, name:Gary Doran'
 'id:738734924792, name:Michael M. Tice'
 'id:231928815452, name:Scott Davidoff'
 'id:944893322257, name:Payam Zamani' 'id:300648320803, name:D. Flannery']",[121332964  44870925],2021,10.1007/S11214-021-00801-2
1511829039859,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 17744445],2021,10.1136/INJURYPREV-2021-044398
1511829039976,"['id:206159056594, name:Lukoye Atwoli'
 'id:386547616079, name:Kirsten Patrick'
 'id:532576531850, name:Damián Vázquez'
 'id:42949672963, name:Carlos Augusto Monteiro']",[47768531 71924100],2021,10.7759/CUREUS.17758
