PublicationId,authors,topics,publication_year,Doi
395137345294,"['id:429497316685, name:M. Lettmann' 'id:489626828750, name:F. Château'
 'id:1468879311967, name:S. Momiyama' 'id:1219771249663, name:M.L. Cortés'
 'id:25770396873, name:V. Lapoux' 'id:1133871876862, name:J.-Y. Roussé'
 'id:1417339804680, name:I. Stefan' 'id:292058344402, name:Alain Delbart']",[121332964 185544564 184779094],2017,10.1103/PHYSREVC.95.041302
395137474825,"['id:764504729626, name:E. Downie' 'id:292058333867, name:Simon Gardner'
 'id:858994021614, name:D P Watts' 'id:635655737196, name:S. J. D. Kay'
 'id:111669734024, name:D Paudyal' 'id:678605427926, name:F. Afzal'
 'id:309238158932, name:Garth M. Huber']",[121332964 109214941],2019,10.1140/EPJA/I2019-12924-X
429496886766,"['id:1151051732647, name:E. Paoloni' 'id:1640678070519, name:G. Casarosa'
 'id:120259680919, name:G. Batignani' 'id:747324904932, name:G. Rizzo'
 'id:738734879708, name:F. Forti' 'id:249108666668, name:S. Bettarini']",[121332964 119599485],2016,10.1016/J.NIMA.2016.01.027
446677115936,"['id:987842971362, name:Z. Galloway' 'id:1348620307694, name:A. Seiden'
 'id:146029362681, name:G. Kramberger']",[ 49040817 192562407],2020,10.1088/1748-0221/15/10/P10003
455267024356,"['id:635655697657, name:Astrid James'
 'id:240518737946, name:Laragh Gollogly'
 'id:326418070679, name:Christopher Baethge'
 'id:163209322942, name:Frank A. Frizelle']",[509550671  15744967],2020,10.4103/0970-258X.277221
463856959021,"['id:1477469340278, name:R G H Robertson'
 'id:755914786301, name:A.S. Barabash'
 'id:1219771280085, name:F. T. Avignone'
 'id:730144966089, name:R. Henning' 'id:1443109554573, name:J. Rager'
 'id:1159641686495, name:P.-H. Chu' 'id:970663200381, name:J.F. Wilkerson'
 'id:1305670640363, name:Susanne Mertens'
 'id:1374390031044, name:Richard Kouzes'
 'id:326418083625, name:T. Gilliss' 'id:60130093551, name:R. Massarczyk']",[121332964 185544564],2020,10.1088/1742-6596/1342/1/012117
481036757557,"['id:1563368658745, name:T Strub' 'id:919123554216, name:M. Dieterle'
 'id:498216822985, name:N.K. Walford' 'id:635655737196, name:S. J. D. Kay'
 'id:1614908271638, name:V. Lisin' 'id:309238158932, name:Garth M. Huber'
 'id:1142461917942, name:I. Supek' 'id:1614908240422, name:A. Polonski'
 'id:764504729626, name:E. Downie' 'id:1529008929435, name:D I Glazier'
 'id:1279900841826, name:M. Oberle' 'id:858994021614, name:D P Watts'
 'id:94489777427, name:A. Neiser' 'id:833224177629, name:P P Martel'
 'id:841814156062, name:R. Kondratiev' 'id:111669734024, name:D Paudyal'
 'id:678605427926, name:F. Afzal' 'id:721555108563, name:S. N. Prakhov']",[121332964 185544564],2018,10.1103/PHYSREVC.97.065205
489626468920,"['id:687195342099, name:C. Betancourt' 'id:790274558724, name:Marc Hauser'
 'id:1279900832890, name:S. Kühn']",[ 49040817 121332964],2015,10.1016/J.NIMA.2015.02.053
489626651272,"['id:919123574523, name:T. Bilka' 'id:197569102908, name:P. Kvasnička'
 'id:1640678070519, name:G. Casarosa']",[41008148   459310],2017,10.1088/1742-6596/898/4/042043
489626693405,"['id:1563368658745, name:T Strub' 'id:781684548518, name:D.J. Hamilton'
 'id:919123554216, name:M. Dieterle' 'id:635655737196, name:S. J. D. Kay'
 'id:309238158932, name:Garth M. Huber' 'id:1142461917942, name:I. Supek'
 'id:1614908240422, name:A. Polonski' 'id:764504729626, name:E. Downie'
 'id:1529008929435, name:D I Glazier' 'id:1279900841826, name:M. Oberle'
 'id:292058333867, name:Simon Gardner' 'id:858994021614, name:D P Watts'
 'id:94489777427, name:A. Neiser' 'id:833224177629, name:P P Martel'
 'id:841814156062, name:R. Kondratiev' 'id:111669734024, name:D Paudyal'
 'id:678605427926, name:F. Afzal' 'id:721555108563, name:S. N. Prakhov'
 'id:352187892748, name:M.I. Ferretti Bondy']",[121332964 185544564],2018,10.1103/PHYSREVD.98.012001
498216635275,"['id:962073229912, name:E. Rossi'
 'id:670015459443, name:J. Fernandez-Tejero'
 'id:541166405227, name:Moritz Wiehe' 'id:833224217440, name:Z. Kotek'
 'id:257698535807, name:F. Guescini' 'id:34360266860, name:Y. Liu'
 'id:1262720888201, name:S. J. Lee' 'id:790274558724, name:Marc Hauser'
 'id:1073742355183, name:Ondrej Theiner'
 'id:1305670667369, name:M. Mikestikova'
 'id:1279900868211, name:A.A. Affolder'
 'id:180389239721, name:J.-H. Arling' 'id:515396678249, name:G. Casse'
 'id:1185411584801, name:M. Miñano Moya'
 'id:661425573504, name:Xiaocong Ai' 'id:575526183450, name:S. Diez'
 'id:1460289394394, name:E. Tahirovic'
 'id:1511829046643, name:P.P. Allport' 'id:549756390430, name:Sayaka Wada'
 'id:1279900832890, name:S. Kühn'
 'id:824634339054, name:Michaela Queitsch-Maitland'
 'id:1159641696630, name:C. Garcia Argos']",[121332964 120665830],2019,10.1016/J.NIMA.2018.09.041
515396501289,"['id:472446930578, name:Kazuhiko Hara'
 'id:1297080616110, name:T. Tsuboyama'
 'id:532576465836, name:Yoichi Ikegami']",[121332964 119599485],2019,10.1016/J.NIMA.2018.08.089
515396562500,"['id:764504729626, name:E. Downie' 'id:292058333867, name:Simon Gardner'
 'id:858994021614, name:D P Watts' 'id:635655737196, name:S. J. D. Kay'
 'id:111669734024, name:D Paudyal' 'id:678605427926, name:F. Afzal'
 'id:309238158932, name:Garth M. Huber'
 'id:352187892748, name:M.I. Ferretti Bondy']",[121332964 185544564],2019,10.1103/PHYSREVC.100.065205
532576292341,"['id:1563368658745, name:T Strub' 'id:781684548518, name:D.J. Hamilton'
 'id:919123554216, name:M. Dieterle' 'id:498216822985, name:N.K. Walford'
 'id:635655737196, name:S. J. D. Kay' 'id:1614908271638, name:V. Lisin'
 'id:309238158932, name:Garth M. Huber' 'id:1142461917942, name:I. Supek'
 'id:1614908240422, name:A. Polonski' 'id:764504729626, name:E. Downie'
 'id:1529008929435, name:D I Glazier' 'id:1279900841826, name:M. Oberle'
 'id:292058333867, name:Simon Gardner' 'id:858994021614, name:D P Watts'
 'id:94489777427, name:A. Neiser' 'id:841814156062, name:R. Kondratiev'
 'id:111669734024, name:D Paudyal' 'id:678605427926, name:F. Afzal'
 'id:721555108563, name:S. N. Prakhov'
 'id:352187892748, name:M.I. Ferretti Bondy']",[121332964 185544564 109214941],2017,10.1103/PHYSREVC.95.025202
541165904815,"['id:1563368658745, name:T Strub' 'id:781684548518, name:D.J. Hamilton'
 'id:498216822985, name:N.K. Walford' 'id:1529008887256, name:F. Pheron'
 'id:1614908271638, name:V. Lisin' 'id:309238158932, name:Garth M. Huber'
 'id:781684625333, name:M. Unverzagt' 'id:1142461917942, name:I. Supek'
 'id:1571958585542, name:D. I. Sober' 'id:1614908240422, name:A. Polonski'
 'id:764504729626, name:E. Downie' 'id:1529008929435, name:D I Glazier'
 'id:858994021614, name:D P Watts' 'id:841814156062, name:R. Kondratiev'
 'id:1254131005814, name:Z. Marinides'
 'id:721555108563, name:S. N. Prakhov']",[121332964 185544564 109214941],2016,10.1140/EPJA/I2016-16272-1
541166128312,"['id:1511829068521, name:B. Lehnert' 'id:85899929381, name:J. Winter'
 'id:833224193028, name:M Toropova' 'id:420907385456, name:E. V. Unzhakov'
 'id:876173893758, name:Konrad Altenmüller'
 'id:197569082586, name:Michele Montuschi'
 'id:1030792675995, name:S. Marcocci' 'id:1151051821582, name:S Weinz'
 'id:309238242577, name:D. Bravo' 'id:274878403236, name:F. Gabriele'
 'id:730145054695, name:G. Lukyanchenko'
 'id:1056562490948, name:I. S. Drachnev' 'id:120259663826, name:S Davini']",[121332964 185544564 109214941],2016,10.1088/1742-6596/718/6/062025
541166227590,"['id:472446930578, name:Kazuhiko Hara'
 'id:1297080616110, name:T. Tsuboyama'
 'id:1013612862701, name:Ryutaro Nishimura'
 'id:532576465836, name:Yoichi Ikegami']",[ 49040817 192562407],2017,10.1088/1748-0221/12/02/C02004
541166406403,"['id:755914783856, name:W Boeglin'
 'id:1348620260830, name:M. I. Niculescu'
 'id:970663148785, name:Tanja Horn' 'id:309238158932, name:Garth M. Huber'
 'id:1254130957039, name:A. Liyanage']",[121332964 185544564],2020,10.1103/PHYSREVLETT.125.262501
558346174229,"['id:1151051732647, name:E. Paoloni' 'id:120259680919, name:G. Batignani'
 'id:747324904932, name:G. Rizzo' 'id:738734879708, name:F. Forti'
 'id:249108666668, name:S. Bettarini']",[ 49040817 121332964],2019,10.1016/J.NIMA.2018.08.088
558346186539,"['id:429497316685, name:M. Lettmann' 'id:489626828750, name:F. Château'
 'id:395137513250, name:Y. Shiga' 'id:953483244328, name:T. Miyazaki'
 'id:25770396873, name:V. Lapoux' 'id:1133871876862, name:J.-Y. Roussé'
 'id:292058344402, name:Alain Delbart']",[121332964 184779094],2019,10.1103/PHYSREVC.99.014312
566936030601,"['id:429497316685, name:M. Lettmann' 'id:489626828750, name:F. Château'
 'id:1468879311967, name:S. Momiyama' 'id:1219771249663, name:M.L. Cortés'
 'id:25770396873, name:V. Lapoux' 'id:901943687523, name:L X Chung'
 'id:1133871876862, name:J.-Y. Roussé' 'id:1417339804680, name:I. Stefan'
 'id:867583935975, name:A. Gillibert'
 'id:292058344402, name:Alain Delbart']",[121332964 184779094],2017,10.1103/PHYSREVLETT.118.032501
566936173921,"['id:635655697657, name:Astrid James'
 'id:240518737946, name:Laragh Gollogly'
 'id:326418070679, name:Christopher Baethge'
 'id:163209322942, name:Frank A. Frizelle']",[509550671  71924100],2020,10.7326/M19-3933
575526099177,"['id:1271310874656, name:W. Vulcan' 'id:970663148785, name:Tanja Horn'
 'id:309238158932, name:Garth M. Huber']",[121332964 109214941],2019,10.1103/PHYSREVLETT.123.182501
575526120519,"['id:429497316685, name:M. Lettmann' 'id:1082332353958, name:L. X. Chung'
 'id:489626828750, name:F. Château' 'id:1468879311967, name:S. Momiyama'
 'id:1219771249663, name:M.L. Cortés' 'id:25770396873, name:V. Lapoux'
 'id:1133871876862, name:J.-Y. Roussé']",[121332964 184779094],2020,10.1103/PHYSREVLETT.124.222501
584115662221,"['id:1477469340278, name:R G H Robertson'
 'id:1219771280085, name:F. T. Avignone'
 'id:730144966089, name:R. Henning' 'id:1443109554573, name:J. Rager'
 'id:970663200381, name:J.F. Wilkerson'
 'id:1305670640363, name:Susanne Mertens'
 'id:1374390031044, name:Richard Kouzes']",[121332964 146978453],2015,10.1016/J.PHPRO.2015.06.001
584115710071,"['id:472446930578, name:Kazuhiko Hara'
 'id:1073742410359, name:O. Jinnouchi'
 'id:627065791804, name:Yoshinobu Unno'
 'id:532576465836, name:Yoichi Ikegami']",[121332964   9390403],2016,10.1016/J.NIMA.2016.03.018
584115716735,"['id:987842971362, name:Z. Galloway' 'id:335007990736, name:I. Mandić'
 'id:146029362681, name:G. Kramberger']",[121332964 120665830],2017,10.1016/J.NIMA.2017.01.021
584116076634,"['id:1219771280085, name:F. T. Avignone'
 'id:730144966089, name:R. Henning' 'id:1443109554573, name:J. Rager'
 'id:1159641686495, name:P.-H. Chu' 'id:970663200381, name:J.F. Wilkerson'
 'id:1305670640363, name:Susanne Mertens'
 'id:1374390031044, name:Richard Kouzes'
 'id:326418083625, name:T. Gilliss' 'id:60130093551, name:R. Massarczyk']",[121332964  41008148  24326235],2020,10.1109/TNS.2020.3043671
601295424316,"['id:51540165879, name:L. Bosisio' 'id:1520419039372, name:C. Irmler'
 'id:1305670594579, name:P. Urquijo' 'id:1340030381809, name:R. Thalmeier'
 'id:197569102908, name:P. Kvasnička' 'id:120259680919, name:G. Batignani'
 'id:747324904932, name:G. Rizzo'
 'id:1039382675503, name:Belle-II SVD Collaboration'
 'id:807454379929, name:Hiroaki Aihara'
 'id:360777843194, name:G.N. Taylor' 'id:1073742338742, name:P. Mammini'
 'id:1529008897114, name:F. Buchsteiner'
 'id:300648222281, name:M. Ceccanti' 'id:919123574523, name:T. Bilka'
 'id:1202591383791, name:M. Friedl' 'id:738734879708, name:F. Forti'
 'id:343597918395, name:T. Higuchi' 'id:781684658172, name:S.N. Mayekar'
 'id:1305670675315, name:L. Vitale' 'id:1640678070519, name:G. Casarosa'
 'id:1082332304728, name:C. Joo' 'id:670015494008, name:N. Dash'
 'id:249108666668, name:S. Bettarini' 'id:541166390804, name:T. Morii'
 'id:17180438336, name:Waclaw Ostrowicz'
 'id:1606318263252, name:Z. Natkaniec' 'id:1151051732647, name:E. Paoloni'
 'id:678605426084, name:S. Bacher' 'id:1185411466862, name:L Lanceri'
 'id:446677106364, name:M. Rozanska'
 'id:1133871916904, name:J. Wiechczynski']",[ 49040817 121332964],2016,10.1016/J.NIMA.2016.03.075
609885734719,"['id:85899929381, name:J. Winter'
 'id:197569082586, name:Michele Montuschi'
 'id:1236951107143, name:B. Caccianiga'
 'id:420907385456, name:E. V. Unzhakov'
 'id:1503239104746, name:G. Bellini' 'id:1022202726879, name:G Testera'
 'id:154619354073, name:L. Papp' 'id:1151051821582, name:S Weinz'
 'id:309238242577, name:D. Bravo' 'id:274878403236, name:F. Gabriele'
 'id:429497297157, name:S. Appel' 'id:730145054695, name:G. Lukyanchenko'
 'id:120259663826, name:S Davini' 'id:1511829068521, name:B. Lehnert'
 'id:1073742338600, name:S Zavatarelli' 'id:833224193028, name:M Toropova'
 'id:755914840420, name:Oleg Smirnov' 'id:1030792675995, name:S. Marcocci'
 'id:1099512199704, name:R. Tartaglia'
 'id:137439485359, name:Zachary W. Yokley'
 'id:60130057840, name:F. von Feilitzsch'
 'id:1056562490948, name:I. S. Drachnev'
 'id:764504738157, name:B. Neumair']",[121332964 109214941],2017,10.1134/S1063779617060533
609885846245,"['id:1477469340278, name:R G H Robertson'
 'id:755914786301, name:A.S. Barabash'
 'id:1219771280085, name:F. T. Avignone'
 'id:730144966089, name:R. Henning' 'id:1443109554573, name:J. Rager'
 'id:1159641686495, name:P.-H. Chu' 'id:970663200381, name:J.F. Wilkerson'
 'id:1305670640363, name:Susanne Mertens'
 'id:1374390031044, name:Richard Kouzes'
 'id:326418083625, name:T. Gilliss' 'id:60130093551, name:R. Massarczyk']",[121332964 109214941],2020,10.1088/1742-6596/1342/1/012023
618475712458,"['id:429497316685, name:M. Lettmann' 'id:94489818829, name:D.S. Hou'
 'id:489626828750, name:F. Château' 'id:395137513250, name:Y. Shiga'
 'id:1468879311967, name:S. Momiyama' 'id:953483244328, name:T. Miyazaki'
 'id:25770396873, name:V. Lapoux' 'id:197568999945, name:K. Matsui'
 'id:1133871876862, name:J.-Y. Roussé'
 'id:292058344402, name:Alain Delbart'
 'id:867583935975, name:A. Gillibert']",[121332964  41999313],2018,10.1016/J.PHYSLETB.2018.06.067
618475730712,"['id:300648343950, name:Tadeusz Kaczorowski'
 'id:566936217113, name:Anna-Karina Kaczorowska'
 'id:214748948560, name:Sebastian Dorawa']",[185592680  71240020],2019,10.1038/S41598-018-37417-6
618475805052,"['id:962073229912, name:E. Rossi'
 'id:824634339054, name:Michaela Queitsch-Maitland'
 'id:180389239721, name:J.-H. Arling']",[ 41008148    459310 113775141],2020,10.1088/1748-0221/15/09/P09020
635655242426,"['id:472446930578, name:Kazuhiko Hara'
 'id:1073742410359, name:O. Jinnouchi' 'id:1391569982571, name:S. Kamada'
 'id:1013612862701, name:Ryutaro Nishimura'
 'id:627065791804, name:Yoshinobu Unno']",[121332964 185544564],2015,10.1088/1748-0221/10/06/C06008
635655587351,"['id:472446930578, name:Kazuhiko Hara'
 'id:1073742410359, name:O. Jinnouchi' 'id:1391569982571, name:S. Kamada'
 'id:549756390430, name:Sayaka Wada'
 'id:627065791804, name:Yoshinobu Unno'
 'id:532576465836, name:Yoichi Ikegami']",[121332964 120665830],2019,10.1016/J.NIMA.2018.09.015
635655607676,"['id:549756374789, name:B. Ponzio' 'id:575526161110, name:S. Sottocornola'
 'id:420907409382, name:P. Moschovakos'
 'id:1228361244735, name:M. Vanadia'
 'id:592705994973, name:A. Kourkoumeli-Charalampidi'
 'id:1005022877166, name:P. Massarotti'
 'id:747324882799, name:L. Pezzotti']",[121332964 116915560],2020,10.1016/J.NIMA.2019.04.040
644245177408,"['id:515396686949, name:D. Yamaguchi'
 'id:472446930578, name:Kazuhiko Hara'
 'id:1073742410359, name:O. Jinnouchi' 'id:1391569982571, name:S. Kamada'
 'id:627065791804, name:Yoshinobu Unno'
 'id:532576465836, name:Yoichi Ikegami'
 'id:146029402608, name:K. Yamamura']",[ 49040817 121332964],2016,10.1016/J.NIMA.2016.04.039
644245520830,"['id:987842971362, name:Z. Galloway' 'id:335007990736, name:I. Mandić'
 'id:1348620307694, name:A. Seiden' 'id:146029362681, name:G. Kramberger']",[121332964 115704247],2019,10.1016/J.NIMA.2018.08.040
652835240044,"['id:1271310874656, name:W. Vulcan' 'id:970663148785, name:Tanja Horn'
 'id:309238158932, name:Garth M. Huber']",[121332964 185544564 109214941],2015,10.1103/PHYSREVC.91.015202
661425311768,"['id:755914786301, name:A.S. Barabash' 'id:730144966089, name:R. Henning'
 'id:970663200381, name:J.F. Wilkerson'
 'id:1374390031044, name:Richard Kouzes'
 'id:326418083625, name:T. Gilliss' 'id:1340030382486, name:C Dunagan'
 'id:987843024183, name:S. I. Konovalov'
 'id:1477469340278, name:R G H Robertson'
 'id:1219771280085, name:F. T. Avignone' 'id:1443109554573, name:J. Rager'
 'id:1305670564374, name:I S Guinn' 'id:1159641686495, name:P.-H. Chu'
 'id:1305670640363, name:Susanne Mertens'
 'id:60130093551, name:R. Massarczyk']",[121332964 185544564],2017,10.1016/J.ASTROPARTPHYS.2017.01.013
661425378567,"['id:1271310874656, name:W. Vulcan' 'id:970663148785, name:Tanja Horn'
 'id:309238158932, name:Garth M. Huber'
 'id:489626839231, name:A.S. Biselli'
 'id:1400159938793, name:R. Asaturyan']",[121332964 185544564  41999313],2018,10.1103/PHYSREVC.97.045204
687195196935,"['id:472446930578, name:Kazuhiko Hara' 'id:1391569982571, name:S. Kamada'
 'id:549756390430, name:Sayaka Wada'
 'id:627065791804, name:Yoshinobu Unno'
 'id:532576465836, name:Yoichi Ikegami']",[ 49040817 121332964],2019,10.1016/J.NIMA.2018.09.143
704374734008,"['id:1151051732647, name:E. Paoloni' 'id:1640678070519, name:G. Casarosa'
 'id:120259680919, name:G. Batignani' 'id:747324904932, name:G. Rizzo'
 'id:738734879708, name:F. Forti' 'id:249108666668, name:S. Bettarini']",[121332964  24326235],2016,10.1016/J.NIMA.2015.08.027
704375054615,"['id:790274551803, name:M. Kaneta'
 'id:274878535359, name:Satoshi Nakamura' 'id:987843094386, name:C. Chen'
 'id:721555059334, name:Y. Fujii']",[121332964 185544564],2018,10.1016/J.NIMA.2018.05.042
704375058948,"['id:412317423620, name:Tatsuya Ogawa'
 'id:575526146813, name:Shogo Nakayama'
 'id:377957718049, name:Junichiro Nishizawa'
 'id:1159641735723, name:Hiroshi Tsuneyoshi']",[164705383 126322002  71924100],2018,10.1093/EHJCI/JEY105
704375152441,"['id:1563368658745, name:T Strub' 'id:919123554216, name:M. Dieterle'
 'id:498216822985, name:N.K. Walford' 'id:635655737196, name:S. J. D. Kay'
 'id:1614908271638, name:V. Lisin' 'id:309238158932, name:Garth M. Huber'
 'id:1614908240422, name:A. Polonski' 'id:764504729626, name:E. Downie'
 'id:1279900841826, name:M. Oberle' 'id:858994021614, name:D P Watts'
 'id:833224177629, name:P P Martel' 'id:841814156062, name:R. Kondratiev'
 'id:111669734024, name:D Paudyal' 'id:678605427926, name:F. Afzal'
 'id:721555108563, name:S. N. Prakhov']",[121332964 184779094],2020,10.1103/PHYSREVC.102.035205
730144640018,"['id:755914786301, name:A.S. Barabash' 'id:730144966089, name:R. Henning'
 'id:970663200381, name:J.F. Wilkerson'
 'id:1374390031044, name:Richard Kouzes'
 'id:1340030382486, name:C Dunagan'
 'id:987843024183, name:S. I. Konovalov'
 'id:1477469340278, name:R G H Robertson'
 'id:1219771280085, name:F. T. Avignone' 'id:1443109554573, name:J. Rager'
 'id:1305670564374, name:I S Guinn' 'id:1159641686495, name:P.-H. Chu'
 'id:446677101812, name:Isaac J. Arnquist'
 'id:1305670640363, name:Susanne Mertens'
 'id:60130093551, name:R. Massarczyk' 'id:627065722236, name:B R White']",[121332964 119599485 185544564],2016,10.1016/J.NIMA.2016.04.006
730144647445,"['id:755914786301, name:A.S. Barabash' 'id:730144966089, name:R. Henning'
 'id:970663200381, name:J.F. Wilkerson'
 'id:1374390031044, name:Richard Kouzes'
 'id:326418083625, name:T. Gilliss' 'id:962073299348, name:Hiroyasu Ejiri'
 'id:1340030382486, name:C Dunagan'
 'id:987843024183, name:S. I. Konovalov'
 'id:1477469340278, name:R G H Robertson'
 'id:1219771280085, name:F. T. Avignone' 'id:1443109554573, name:J. Rager'
 'id:1305670564374, name:I S Guinn' 'id:1159641686495, name:P.-H. Chu'
 'id:446677101812, name:Isaac J. Arnquist'
 'id:1305670640363, name:Susanne Mertens'
 'id:60130093551, name:R. Massarczyk']",[121332964 185544564],2016,10.1140/EPJC/S10052-016-4467-0
730144695535,"['id:764504729626, name:E. Downie'
 'id:498216830546, name:Pauline Hall Barrientos'
 'id:1529008929435, name:D I Glazier'
 'id:781684548518, name:D.J. Hamilton' 'id:1563368658745, name:T Strub'
 'id:858994021614, name:D P Watts' 'id:1614908271638, name:V. Lisin'
 'id:841814156062, name:R. Kondratiev'
 'id:309238158932, name:Garth M. Huber' 'id:1142461917942, name:I. Supek'
 'id:721555108563, name:S. N. Prakhov'
 'id:1614908240422, name:A. Polonski']",[121332964 185544564],2015,10.1103/PHYSREVC.91.055208
730144744518,"['id:764504729626, name:E. Downie' 'id:781684548518, name:D.J. Hamilton'
 'id:1529008929435, name:D I Glazier' 'id:1563368658745, name:T Strub'
 'id:292058333867, name:Simon Gardner' 'id:833224177629, name:P P Martel'
 'id:841814156062, name:R. Kondratiev' 'id:1614908271638, name:V. Lisin'
 'id:111669734024, name:D Paudyal' 'id:678605427926, name:F. Afzal'
 'id:309238158932, name:Garth M. Huber' 'id:1142461917942, name:I. Supek'
 'id:1614908240422, name:A. Polonski']",[121332964 185544564 109214941],2017,10.1140/EPJA/I2017-12203-0
738734559720,"['id:1151051732647, name:E. Paoloni' 'id:1640678070519, name:G. Casarosa'
 'id:120259680919, name:G. Batignani' 'id:747324904932, name:G. Rizzo'
 'id:738734879708, name:F. Forti' 'id:249108666668, name:S. Bettarini']",[ 49040817 121332964],2016,10.1016/J.NIMA.2016.05.055
747324558202,"['id:987842971362, name:Z. Galloway' 'id:335007990736, name:I. Mandić'
 'id:146029362681, name:G. Kramberger']",[ 49040817 121332964],2015,10.1088/1748-0221/10/07/P07006
755914731177,"['id:1271310874656, name:W. Vulcan' 'id:970663148785, name:Tanja Horn'
 'id:309238158932, name:Garth M. Huber']",[121332964 185544564],2019,10.1103/PHYSREVC.100.065204
755914740089,"['id:1486059188819, name:Valentino Di Marcello'
 'id:884763838880, name:L. Pietrofaccia'
 'id:704375222782, name:A. Di Giacinto']",[121332964  30475298],2020,10.1016/J.NIMA.2020.163801
773094623035,"['id:962073229912, name:E. Rossi' 'id:1185411584801, name:M. Miñano Moya'
 'id:257698535807, name:F. Guescini'
 'id:824634339054, name:Michaela Queitsch-Maitland'
 'id:1279900868211, name:A.A. Affolder'
 'id:180389239721, name:J.-H. Arling'
 'id:1159641696630, name:C. Garcia Argos']",[121332964 120665830],2020,10.1016/J.NIMA.2020.164430
781684125372,"['id:17180409555, name:J.-Y. Roussé' 'id:429497316685, name:M. Lettmann'
 'id:489626828750, name:F. Château' 'id:395137513250, name:Y. Shiga'
 'id:1468879311967, name:S. Momiyama' 'id:1219771249663, name:M.L. Cortés'
 'id:953483244328, name:T. Miyazaki' 'id:25770396873, name:V. Lapoux'
 'id:197568999945, name:K. Matsui' 'id:901943687523, name:L X Chung'
 'id:292058344402, name:Alain Delbart']",[185592680 185544564 184779094],2016,10.1088/1742-6596/724/1/012008
798864335478,"['id:730144966089, name:R. Henning' 'id:970663200381, name:J.F. Wilkerson'
 'id:51540175382, name:A S Barabash' 'id:214748879864, name:J Myslik'
 'id:1374390031044, name:Richard Kouzes'
 'id:326418083625, name:T. Gilliss' 'id:764504684458, name:S I Alvis'
 'id:1340030382486, name:C Dunagan' 'id:438087242516, name:S I Konovalov'
 'id:1477469340278, name:R G H Robertson'
 'id:1219771280085, name:F. T. Avignone' 'id:395137495708, name:L Hehn'
 'id:1443109554573, name:J. Rager' 'id:1305670564374, name:I S Guinn'
 'id:377957644489, name:J Gruszko' 'id:1159641686495, name:P.-H. Chu'
 'id:446677101812, name:Isaac J. Arnquist'
 'id:1305670640363, name:Susanne Mertens'
 'id:60130093551, name:R. Massarczyk' 'id:627065722236, name:B R White']",[121332964 185544564],2018,10.1103/PHYSREVLETT.120.211804
807454199794,"['id:1477469340278, name:R G H Robertson'
 'id:1219771280085, name:F. T. Avignone'
 'id:730144966089, name:R. Henning' 'id:1443109554573, name:J. Rager'
 'id:1305670564374, name:I S Guinn' 'id:970663200381, name:J.F. Wilkerson'
 'id:446677101812, name:Isaac J. Arnquist'
 'id:1305670640363, name:Susanne Mertens'
 'id:1374390031044, name:Richard Kouzes'
 'id:326418083625, name:T. Gilliss' 'id:1056562484488, name:M. Buuck']",[121332964 185544564 109214941],2017,10.1134/S1063779616060253
807454314509,"['id:1357210175361, name:Z. Ye' 'id:970663148785, name:Tanja Horn'
 'id:309238158932, name:Garth M. Huber'
 'id:1254130957039, name:A. Liyanage']",[121332964 185544564],2019,10.1103/PHYSREVLETT.123.022501
816044002477,"['id:910533566438, name:J. Wilson' 'id:790274541847, name:J.V. Civera'
 'id:472446930578, name:Kazuhiko Hara' 'id:1391569982571, name:S. Kamada'
 'id:1099512124753, name:C. Solaz' 'id:335008031728, name:F. Doherty'
 'id:1425929671054, name:J. Kierstead'
 'id:1520418929824, name:D. L. Hibbard-Lubow'
 'id:1159641762785, name:S. Pyatt' 'id:996432943385, name:H. Fox'
 'id:1236951157317, name:D. Santoyo' 'id:146029362681, name:G. Kramberger'
 'id:1279900868211, name:A.A. Affolder' 'id:515396605113, name:J. Stastny'
 'id:515396678249, name:G. Casse'
 'id:1013612783462, name:S. Marti i Garcia'
 'id:1013612866010, name:H. Marin-Reyes'
 'id:1400159863415, name:A. Greenall' 'id:987842971362, name:Z. Galloway'
 'id:1434519645314, name:M. Wormald' 'id:1391569920068, name:J.P. Thomas'
 'id:1271310858134, name:L.B.A.H. Hommels'
 'id:481036831906, name:Richard French' 'id:721555126163, name:C. Lacasta'
 'id:532576465836, name:Yoichi Ikegami'
 'id:128849558808, name:I V Gorelov'
 'id:747324924023, name:Philip Kuczewski'
 'id:1073742410359, name:O. Jinnouchi' 'id:1348620307694, name:A. Seiden'
 'id:1262720961773, name:P. Palni'
 'id:309238259140, name:S. Gonzalez Sevilla'
 'id:1219771290644, name:C. Milke' 'id:1305670667369, name:M. Mikestikova'
 'id:146029402608, name:K. Yamamura' 'id:506806672420, name:D. Forshaw'
 'id:335007990736, name:I. Mandić' 'id:1511829046643, name:P.P. Allport'
 'id:472446967201, name:F. McEwan' 'id:1357210244870, name:Miguel Ullán'
 'id:712965134115, name:A.J. Bevan' 'id:197569040564, name:A.S. Chisholm'
 'id:463857057299, name:C. García' 'id:627065791804, name:Yoshinobu Unno'
 'id:77309951739, name:J. Bohm']",[ 49040817 121332964],2016,10.1016/J.NIMA.2016.03.056
816044034922,"['id:1151051732647, name:E. Paoloni' 'id:1640678070519, name:G. Casarosa'
 'id:120259680919, name:G. Batignani' 'id:747324904932, name:G. Rizzo'
 'id:738734879708, name:F. Forti' 'id:249108666668, name:S. Bettarini']",[121332964 119599485],2016,10.1088/1748-0221/11/11/C11033
